Category;Managed by;Beheerder;Name;Naam;Postal code;Municipality;Gemeente;Google Maps;Google Street View;Geo Point;Geo Shape;source;last_update
Bus;TEC;TEC;UCCLE Avenue Hamoir;UCCLE Avenue Hamoir;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.798282%2C4.375458;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.798282%2C4.375458;50.7982820003, 4.3754579994;"{""coordinates"": [4.3754579994, 50.7982820003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;STIB;MIVB;Roodebeek;Roodebeek;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.84803121%2C4.43603178;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84803121%2C4.43603178;50.8480312058, 4.4360317799;"{""coordinates"": [4.4360317799, 50.8480312058], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Jakob Smits;Jakob Smits;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84191289%2C4.30323571;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84191289%2C4.30323571;50.8419128901, 4.3032357052;"{""coordinates"": [4.3032357052, 50.8419128901], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Simonis;Simonis;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.86330187%2C4.3306135;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86330187%2C4.3306135;50.8633018674, 4.3306134977;"{""coordinates"": [4.3306134977, 50.8633018674], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Dunette;Dunette;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.85256351%2C4.45537031;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85256351%2C4.45537031;50.8525635058, 4.4553703135;"{""coordinates"": [4.4553703135, 50.8525635058], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Royale;Koning;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.84248782%2C4.35896943;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84248782%2C4.35896943;50.8424878178, 4.3589694313;"{""coordinates"": [4.3589694313, 50.8424878178], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Auderghem-Forêt;Oudergem-Woud;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.81832961%2C4.45025487;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81832961%2C4.45025487;50.8183296093, 4.4502548688;"{""coordinates"": [4.4502548688, 50.8183296093], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Altitude Cent;Hoogte Honderd;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.81623964%2C4.33589851;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81623964%2C4.33589851;50.8162396386, 4.3358985061;"{""coordinates"": [4.3358985061, 50.8162396386], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Roodebeek;Roodebeek;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.84795654%2C4.43612539;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84795654%2C4.43612539;50.8479565386, 4.4361253901;"{""coordinates"": [4.4361253901, 50.8479565386], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Zeecrabbe;Zeecrabbe;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.80431411%2C4.35486415;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80431411%2C4.35486415;50.8043141087, 4.3548641489;"{""coordinates"": [4.3548641489, 50.8043141087], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Picard;Picard;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86406232%2C4.34411861;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86406232%2C4.34411861;50.8640623172, 4.3441186122;"{""coordinates"": [4.3441186122, 50.8640623172], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Sorensen;Sorensen;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.87068088%2C4.31155658;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87068088%2C4.31155658;50.8706808772, 4.3115565761;"{""coordinates"": [4.3115565761, 50.8706808772], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Peupliers;Populieren;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.8528952%2C4.43795456;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8528952%2C4.43795456;50.8528951985, 4.4379545552;"{""coordinates"": [4.4379545552, 50.8528951985], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Prince Léopold;Prins Leopold;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.88314461%2C4.3417528;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88314461%2C4.3417528;50.8831446081, 4.3417527978;"{""coordinates"": [4.3417527978, 50.8831446081], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Rochefort;Rochefort;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.82450703%2C4.33472905;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82450703%2C4.33472905;50.8245070285, 4.3347290512;"{""coordinates"": [4.3347290512, 50.8245070285], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Pattijn;Pattijn;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.89101451%2C4.32534688;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89101451%2C4.32534688;50.8910145067, 4.3253468842;"{""coordinates"": [4.3253468842, 50.8910145067], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Science;Wetenschap;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.83984255%2C4.36937086;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83984255%2C4.36937086;50.8398425471, 4.3693708628;"{""coordinates"": [4.3693708628, 50.8398425471], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Jakob Smits;Jakob Smits;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84145367%2C4.30349332;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84145367%2C4.30349332;50.8414536673, 4.3034933182;"{""coordinates"": [4.3034933182, 50.8414536673], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Thévenet;Thévenet;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.79471648%2C4.35242584;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79471648%2C4.35242584;50.7947164798, 4.3524258389;"{""coordinates"": [4.3524258389, 50.7947164798], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Parc Élisabeth;Elisabethpark;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.86507204%2C4.3283393;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86507204%2C4.3283393;50.865072045, 4.3283393032;"{""coordinates"": [4.3283393032, 50.865072045], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Andrée De Jongh;Andrée De Jongh;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.87101025%2C4.34889136;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87101025%2C4.34889136;50.8710102516, 4.3488913558;"{""coordinates"": [4.3488913558, 50.8710102516], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Bourse;Beurs;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.84838335%2C4.34669962;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84838335%2C4.34669962;50.8483833458, 4.3466996194;"{""coordinates"": [4.3466996194, 50.8483833458], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Héros;Helden;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.80308393%2C4.34182598;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80308393%2C4.34182598;50.8030839298, 4.3418259794;"{""coordinates"": [4.3418259794, 50.8030839298], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Willebroek;Willebroek;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.863316%2C4.35403648;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.863316%2C4.35403648;50.863316, 4.3540364772;"{""coordinates"": [4.3540364772, 50.863316], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Waxweiler;Waxweiler;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82307601%2C4.29675455;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82307601%2C4.29675455;50.8230760115, 4.2967545496;"{""coordinates"": [4.2967545496, 50.8230760115], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Marie Depage;Marie Depage;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.81447609%2C4.35610856;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81447609%2C4.35610856;50.8144760929, 4.3561085593;"{""coordinates"": [4.3561085593, 50.8144760929], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Albert;Albert;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.82116205%2C4.34197199;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82116205%2C4.34197199;50.8211620475, 4.3419719933;"{""coordinates"": [4.3419719933, 50.8211620475], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Gare de Berchem;Station Berchem;1082;Berchem-Sainte-Agathe;Sint-Agatha-Berchem;https://www.google.com/maps/search/?api=1&query=50.87231796%2C4.28981918;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87231796%2C4.28981918;50.8723179573, 4.2898191834;"{""coordinates"": [4.2898191834, 50.8723179573], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Parc Léopold;Leopoldspark;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.83970075%2C4.38059235;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83970075%2C4.38059235;50.8397007517, 4.3805923456;"{""coordinates"": [4.3805923456, 50.8397007517], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Dunette;Dunette;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.8525635%2C4.45537173;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8525635%2C4.45537173;50.8525635047, 4.4553717336;"{""coordinates"": [4.4553717336, 50.8525635047], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Van Bever;Van Bever;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78346015%2C4.37920334;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78346015%2C4.37920334;50.783460155, 4.3792033378;"{""coordinates"": [4.3792033378, 50.783460155], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Nerviens;Nerviërs;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.83928823%2C4.38663452;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83928823%2C4.38663452;50.8392882311, 4.386634522;"{""coordinates"": [4.386634522, 50.8392882311], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Petite Île;Klein Eiland;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83045906%2C4.31942606;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83045906%2C4.31942606;50.8304590591, 4.3194260646;"{""coordinates"": [4.3194260646, 50.8304590591], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Leman;Leman;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.83683217%2C4.38734905;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83683217%2C4.38734905;50.8368321746, 4.3873490497;"{""coordinates"": [4.3873490497, 50.8368321746], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Lowet;Lowet;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.87403962%2C4.31028664;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87403962%2C4.31028664;50.8740396169, 4.3102866369;"{""coordinates"": [4.3102866369, 50.8740396169], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Winteroy;Winteroy;1082;Berchem-Sainte-Agathe;Sint-Agatha-Berchem;https://www.google.com/maps/search/?api=1&query=50.86447746%2C4.30661938;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86447746%2C4.30661938;50.8644774619, 4.3066193776;"{""coordinates"": [4.3066193776, 50.8644774619], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Tomberg;Tomberg;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.84283763%2C4.42481339;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84283763%2C4.42481339;50.8428376296, 4.4248133931;"{""coordinates"": [4.4248133931, 50.8428376296], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Bienfaiteurs;Weldoeners;1030;Schaerbeek;Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.85832382%2C4.38460961;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85832382%2C4.38460961;50.8583238201, 4.3846096064;"{""coordinates"": [4.3846096064, 50.8583238201], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;WTC;WTC;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.86078296%2C4.3557786;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86078296%2C4.3557786;50.8607829614, 4.3557785952;"{""coordinates"": [4.3557785952, 50.8607829614], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Liberté;Vrijheid;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.86275273%2C4.32569644;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86275273%2C4.32569644;50.8627527349, 4.3256964445;"{""coordinates"": [4.3256964445, 50.8627527349], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Sainte-Alix;Sint-Aleidis;1150;Woluwe-Saint-Pierre;Sint-Pieters-Woluwe;https://www.google.com/maps/search/?api=1&query=50.82854321%2C4.46265828;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82854321%2C4.46265828;50.8285432073, 4.4626582824;"{""coordinates"": [4.4626582824, 50.8285432073], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Meir;Meir;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83217655%2C4.30203404;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83217655%2C4.30203404;50.8321765453, 4.3020340447;"{""coordinates"": [4.3020340447, 50.8321765453], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Rochefort;Rochefort;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.82440401%2C4.33601781;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82440401%2C4.33601781;50.8244040081, 4.3360178131;"{""coordinates"": [4.3360178131, 50.8244040081], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Frans Hals;Frans Hals;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82670768%2C4.29088437;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82670768%2C4.29088437;50.8267076758, 4.2908843655;"{""coordinates"": [4.2908843655, 50.8267076758], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Colignon;Colignon;1030;Schaerbeek;Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.86669227%2C4.37322552;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86669227%2C4.37322552;50.8666922742, 4.3732255161;"{""coordinates"": [4.3732255161, 50.8666922742], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Étangs de Boitsfort;Vijvers van Bosvoorde;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.79410438%2C4.41849265;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79410438%2C4.41849265;50.7941043773, 4.4184926482;"{""coordinates"": [4.4184926482, 50.7941043773], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Flagey;Flagey;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.82775426%2C4.37167558;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82775426%2C4.37167558;50.827754256, 4.3716755765;"{""coordinates"": [4.3716755765, 50.827754256], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Bordet Station;Bordet Station;1130;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.87819218%2C4.41032184;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87819218%2C4.41032184;50.8781921815, 4.4103218415;"{""coordinates"": [4.4103218415, 50.8781921815], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Amélie Gomand;Amélie Gomand;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.87645569%2C4.33846021;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87645569%2C4.33846021;50.8764556864, 4.338460214;"{""coordinates"": [4.338460214, 50.8764556864], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Vinçotte;Vinçotte;1030;Schaerbeek;Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.85162033%2C4.38481316;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85162033%2C4.38481316;50.8516203256, 4.384813162;"{""coordinates"": [4.384813162, 50.8516203256], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Carène;Carina;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.85470444%2C4.41520602;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85470444%2C4.41520602;50.8547044421, 4.4152060228;"{""coordinates"": [4.4152060228, 50.8547044421], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Roi Vainqueur;Koning Overwinnaar;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.83226122%2C4.39890047;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83226122%2C4.39890047;50.8322612211, 4.3989004712;"{""coordinates"": [4.3989004712, 50.8322612211], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Heysel;Heizel;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.89759227%2C4.33429476;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89759227%2C4.33429476;50.8975922658, 4.3342947557;"{""coordinates"": [4.3342947557, 50.8975922658], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Chênaie;Eikenbos;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.79276493%2C4.34727804;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79276493%2C4.34727804;50.7927649259, 4.3472780352;"{""coordinates"": [4.3472780352, 50.7927649259], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Carrefour Stalle;Kruispunt Stalle;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.79632627%2C4.32117764;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79632627%2C4.32117764;50.7963262701, 4.321177641;"{""coordinates"": [4.321177641, 50.7963262701], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Da Vinci;Da Vinci;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.87458719%2C4.41334059;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87458719%2C4.41334059;50.8745871894, 4.4133405933;"{""coordinates"": [4.4133405933, 50.8745871894], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Palfijn;Palfijn;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.89385993%2C4.32611894;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89385993%2C4.32611894;50.89385993, 4.3261189358;"{""coordinates"": [4.3261189358, 50.89385993], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Square du Centenaire;Eeuwfeestsquare;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.87624193%2C4.31787257;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87624193%2C4.31787257;50.8762419262, 4.3178725653;"{""coordinates"": [4.3178725653, 50.8762419262], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Parvis Saint-Gilles;Sint-Gillisvoorplein;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83062854%2C4.34420946;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83062854%2C4.34420946;50.8306285379, 4.344209465;"{""coordinates"": [4.344209465, 50.8306285379], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Saint-Vincent;Sint-Vincentius;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.88062566%2C4.40186079;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88062566%2C4.40186079;50.8806256638, 4.4018607942;"{""coordinates"": [4.4018607942, 50.8806256638], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Winteroy;Winteroy;1082;Berchem-Sainte-Agathe;Sint-Agatha-Berchem;https://www.google.com/maps/search/?api=1&query=50.86450073%2C4.30642758;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86450073%2C4.30642758;50.8645007339, 4.3064275834;"{""coordinates"": [4.3064275834, 50.8645007339], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Voot;Voot;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.84136198%2C4.43428718;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84136198%2C4.43428718;50.8413619774, 4.4342871785;"{""coordinates"": [4.4342871785, 50.8413619774], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;De Wand;De Wand;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.89512999%2C4.35775102;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89512999%2C4.35775102;50.8951299857, 4.357751022;"{""coordinates"": [4.357751022, 50.8951299857], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Labeur;Arbeid;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82052938%2C4.30819672;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82052938%2C4.30819672;50.8205293755, 4.3081967156;"{""coordinates"": [4.3081967156, 50.8205293755], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Vander Meerschen;Vander Meerschen;1150;Woluwe-Saint-Pierre;Sint-Pieters-Woluwe;https://www.google.com/maps/search/?api=1&query=50.82585964%2C4.45714598;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82585964%2C4.45714598;50.8258596431, 4.4571459798;"{""coordinates"": [4.4571459798, 50.8258596431], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Arsenal;Arsenaal;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.82639339%2C4.39672648;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82639339%2C4.39672648;50.8263933888, 4.396726485;"{""coordinates"": [4.396726485, 50.8263933888], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Trinité;Drievuldigheid;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.82490423%2C4.35859531;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82490423%2C4.35859531;50.8249042346, 4.358595313;"{""coordinates"": [4.358595313, 50.8249042346], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Jeanne Herreman;Jeanne Herreman;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.79409234%2C4.33420313;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79409234%2C4.33420313;50.7940923411, 4.3342031283;"{""coordinates"": [4.3342031283, 50.7940923411], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Decroly;Decroly;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.80545305%2C4.32733984;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80545305%2C4.32733984;50.8054530471, 4.32733984;"{""coordinates"": [4.32733984, 50.8054530471], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Westland Shopping;Westland Shopping;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83767116%2C4.28534672;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83767116%2C4.28534672;50.8376711567, 4.2853467173;"{""coordinates"": [4.2853467173, 50.8376711567], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Chevalerie;Ridderschap;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.84263775%2C4.39565732;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84263775%2C4.39565732;50.8426377534, 4.3956573242;"{""coordinates"": [4.3956573242, 50.8426377534], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
