Category;Managed by;Beheerder;Name;Naam;Postal code;Municipality;Gemeente;Google Maps;Google Street View;Geo Point;Geo Shape;source;last_update
Bus;TEC;TEC;UCCLE Racing;UCCLE Racing;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.792391%2C4.374296;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.792391%2C4.374296;50.7923909999, 4.3742959993;"{""coordinates"": [4.3742959993, 50.7923909999], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;WOLUWE Métro Crainhem;WOLUWE Métro Crainhem;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.84836%2C4.459168;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84836%2C4.459168;50.8483600002, 4.459168;"{""coordinates"": [4.459168, 50.8483600002], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;BRUXELLES Parc Léopold;BRUXELLES Parc Léopold;1040;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.840069%2C4.379893;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.840069%2C4.379893;50.8400690003, 4.3798930004;"{""coordinates"": [4.3798930004, 50.8400690003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Petite Espinette;UCCLE Petite Espinette;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.770139%2C4.382539;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.770139%2C4.382539;50.7701390001, 4.3825389993;"{""coordinates"": [4.3825389993, 50.7701390001], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Observatoire;UCCLE Observatoire;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.799852%2C4.358384;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.799852%2C4.358384;50.7998519996, 4.3583839998;"{""coordinates"": [4.3583839998, 50.7998519996], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;WATERMAEL-BOITSFORT Boitsfort Gare;WATERMAEL-BOITSFORT Boitsfort Gare;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.795369%2C4.406764;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.795369%2C4.406764;50.795369, 4.406764;"{""coordinates"": [4.406764, 50.795369], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;WATERMAEL-BOITSFORT Drève des Bonniers;WATERMAEL-BOITSFORT Drève des Bonniers;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.778302%2C4.432924;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.778302%2C4.432924;50.7783020004, 4.4329240005;"{""coordinates"": [4.4329240005, 50.7783020004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Bourdon;UCCLE Bourdon;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.787141%2C4.32992;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.787141%2C4.32992;50.7871410004, 4.3299200002;"{""coordinates"": [4.3299200002, 50.7871410004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Calevoet;UCCLE Calevoet;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.791277%2C4.332739;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.791277%2C4.332739;50.7912770003, 4.332739;"{""coordinates"": [4.332739, 50.7912770003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;ETTERBEEK Louis Hap;ETTERBEEK Louis Hap;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.834446%2C4.388006;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.834446%2C4.388006;50.8344460003, 4.3880060003;"{""coordinates"": [4.3880060003, 50.8344460003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Chemin des Pins;UCCLE Chemin des Pins;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.776431%2C4.382721;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.776431%2C4.382721;50.7764310002, 4.3827210002;"{""coordinates"": [4.3827210002, 50.7764310002], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;IXELLES Avenue Lepoutre;IXELLES Avenue Lepoutre;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.819679%2C4.360443;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.819679%2C4.360443;50.8196789996, 4.3604430007;"{""coordinates"": [4.3604430007, 50.8196789996], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Crématorium;UCCLE Crématorium;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.785102%2C4.328427;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.785102%2C4.328427;50.7851019997, 4.3284270001;"{""coordinates"": [4.3284270001, 50.7851019997], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Avenue Van Bever;UCCLE Avenue Van Bever;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78391%2C4.378618;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78391%2C4.378618;50.7839099998, 4.3786180006;"{""coordinates"": [4.3786180006, 50.7839099998], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;WATERMAEL-BOITSFORT Etangs;WATERMAEL-BOITSFORT Etangs;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.793912%2C4.41806;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.793912%2C4.41806;50.793912, 4.4180599998;"{""coordinates"": [4.4180599998, 50.793912], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;AUDERGHEM Eglise Saint-Julien;AUDERGHEM Eglise Saint-Julien;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.820602%2C4.409496;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.820602%2C4.409496;50.8206020004, 4.4094959993;"{""coordinates"": [4.4094959993, 50.8206020004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;ETTERBEEK Avenue de la Chasse (Av. Auderghem);ETTERBEEK Avenue de la Chasse (Av. Auderghem);1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.830906%2C4.390086;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.830906%2C4.390086;50.8309059996, 4.3900859997;"{""coordinates"": [4.3900859997, 50.8309059996], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Chemin des Pins;UCCLE Chemin des Pins;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.776431%2C4.382494;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.776431%2C4.382494;50.7764309996, 4.3824939995;"{""coordinates"": [4.3824939995, 50.7764309996], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;SAINT-GILLES Hôtel des Monnaies;SAINT-GILLES Hôtel des Monnaies;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.830738%2C4.347773;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.830738%2C4.347773;50.8307380002, 4.3477730003;"{""coordinates"": [4.3477730003, 50.8307380002], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Avenue Gobert;UCCLE Avenue Gobert;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.808363%2C4.370271;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.808363%2C4.370271;50.8083630001, 4.3702709997;"{""coordinates"": [4.3702709997, 50.8083630001], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Statuaires;UCCLE Statuaires;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.803785%2C4.348593;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.803785%2C4.348593;50.8037849996, 4.3485930005;"{""coordinates"": [4.3485930005, 50.8037849996], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;WATERMAEL-BOITSFORT Boitsfort Gare;WATERMAEL-BOITSFORT Boitsfort Gare;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.795511%2C4.407573;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.795511%2C4.407573;50.7955110001, 4.4075730001;"{""coordinates"": [4.4075730001, 50.7955110001], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;BRUXELLES Midi;BRUXELLES Midi;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.836373%2C4.338615;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.836373%2C4.338615;50.8363730003, 4.3386149997;"{""coordinates"": [4.3386149997, 50.8363730003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;AUDERGHEM Shopping;AUDERGHEM Shopping;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.815302%2C4.425735;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.815302%2C4.425735;50.8153020004, 4.4257349993;"{""coordinates"": [4.4257349993, 50.8153020004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Fort Jaco;UCCLE Fort Jaco;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.789683%2C4.374766;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.789683%2C4.374766;50.7896830004, 4.3747659998;"{""coordinates"": [4.3747659998, 50.7896830004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Avenue Hamoir;UCCLE Avenue Hamoir;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.798162%2C4.375671;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.798162%2C4.375671;50.7981620003, 4.3756710007;"{""coordinates"": [4.3756710007, 50.7981620003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Fort Jaco;UCCLE Fort Jaco;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.789324%2C4.375082;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.789324%2C4.375082;50.789324, 4.3750819996;"{""coordinates"": [4.3750819996, 50.789324], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;IXELLES Avenue Lepoutre;IXELLES Avenue Lepoutre;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.820322%2C4.359309;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.820322%2C4.359309;50.8203219997, 4.3593089996;"{""coordinates"": [4.3593089996, 50.8203219997], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;AUDERGHEM Eglise Saint-Julien;AUDERGHEM Eglise Saint-Julien;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.821073%2C4.408217;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.821073%2C4.408217;50.8210730003, 4.4082169997;"{""coordinates"": [4.4082169997, 50.8210730003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;AUDERGHEM Stratégie;AUDERGHEM Stratégie;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.824007%2C4.400848;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.824007%2C4.400848;50.8240070003, 4.4008479995;"{""coordinates"": [4.4008479995, 50.8240070003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;IXELLES Etangs d'Ixelles;IXELLES Etangs d'Ixelles;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.823708%2C4.37399;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.823708%2C4.37399;50.8237079999, 4.3739899996;"{""coordinates"": [4.3739899996, 50.8237079999], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Avenue Gobert;UCCLE Avenue Gobert;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.808487%2C4.370403;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.808487%2C4.370403;50.8084870003, 4.3704030003;"{""coordinates"": [4.3704030003, 50.8084870003], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;SAINT-GILLES Ma Campagne;SAINT-GILLES Ma Campagne;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.82253%2C4.354449;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82253%2C4.354449;50.8225299998, 4.3544489995;"{""coordinates"": [4.3544489995, 50.8225299998], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;TEC;TEC;UCCLE Avenue Van Bever;UCCLE Avenue Van Bever;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.783656%2C4.379068;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.783656%2C4.379068;50.7836560004, 4.3790680002;"{""coordinates"": [4.3790680002, 50.7836560004], ""type"": ""Point""}";TEC;2025-05-16T02:00:00+02:00
Bus;STIB;MIVB;Royale;Koning;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.8427485%2C4.3588132;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8427485%2C4.3588132;50.8427485018, 4.3588132012;"{""coordinates"": [4.3588132012, 50.8427485018], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Anneessens;Anneessens;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.84488632%2C4.34614746;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84488632%2C4.34614746;50.8448863225, 4.3461474575;"{""coordinates"": [4.3461474575, 50.8448863225], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Porte de Flandre;Vlaamsepoort;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.85278909%2C4.3421859;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85278909%2C4.3421859;50.8527890915, 4.3421859;"{""coordinates"": [4.3421859, 50.8527890915], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Vandenhoven;Vandenhoven;1130;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.88260082%2C4.40709014;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88260082%2C4.40709014;50.8826008175, 4.4070901445;"{""coordinates"": [4.4070901445, 50.8826008175], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Cerisaie;Kerseboomgaard;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.80261744%2C4.4187713;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80261744%2C4.4187713;50.8026174404, 4.4187713025;"{""coordinates"": [4.4187713025, 50.8026174404], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Schaerbeek Gare;Schaarbeek Station;1030;Schaerbeek;Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.87763653%2C4.3790537;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87763653%2C4.3790537;50.8776365299, 4.3790536969;"{""coordinates"": [4.3790536969, 50.8776365299], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Merode;Merode;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.83921653%2C4.39852739;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83921653%2C4.39852739;50.8392165276, 4.3985273872;"{""coordinates"": [4.3985273872, 50.8392165276], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Natation;Zwemkunst;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.83308737%2C4.37827109;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83308737%2C4.37827109;50.8330873715, 4.3782710866;"{""coordinates"": [4.3782710866, 50.8330873715], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Église Saint-Julien;Sint-Juliaanskerk;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.82061825%2C4.40955205;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82061825%2C4.40955205;50.8206182481, 4.4095520543;"{""coordinates"": [4.4095520543, 50.8206182481], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Brésil;Brazilië;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.80286091%2C4.39038232;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80286091%2C4.39038232;50.8028609103, 4.3903823194;"{""coordinates"": [4.3903823194, 50.8028609103], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Globe;Globe;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.80067454%2C4.33741565;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80067454%2C4.33741565;50.800674538, 4.3374156488;"{""coordinates"": [4.3374156488, 50.800674538], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Ganshoren-Sport;Ganshoren-Sport;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.87718641%2C4.30106283;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87718641%2C4.30106283;50.8771864108, 4.3010628313;"{""coordinates"": [4.3010628313, 50.8771864108], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Berensheide;Berensheide;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.81368527%2C4.41488115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81368527%2C4.41488115;50.8136852689, 4.4148811486;"{""coordinates"": [4.4148811486, 50.8136852689], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Paduwa;Paduwa;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.85971438%2C4.41495681;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85971438%2C4.41495681;50.8597143847, 4.4149568073;"{""coordinates"": [4.4149568073, 50.8597143847], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Fonson;Fonson;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.87882724%2C4.40369247;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87882724%2C4.40369247;50.8788272361, 4.4036924688;"{""coordinates"": [4.4036924688, 50.8788272361], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Buanderie;Washuis;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.84614418%2C4.34278167;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84614418%2C4.34278167;50.8461441771, 4.3427816667;"{""coordinates"": [4.3427816667, 50.8461441771], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Mounier;Mounier;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.8503106%2C4.45793073;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8503106%2C4.45793073;50.8503105995, 4.4579307294;"{""coordinates"": [4.4579307294, 50.8503105995], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;La Chasse;De Jacht;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.8309794%2C4.39058302;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8309794%2C4.39058302;50.8309794039, 4.3905830194;"{""coordinates"": [4.3905830194, 50.8309794039], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Porte de Namur;Naamsepoort;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.83817214%2C4.36197998;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83817214%2C4.36197998;50.8381721397, 4.3619799821;"{""coordinates"": [4.3619799821, 50.8381721397], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Arcades;Arcaden;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.81024263%2C4.39702028;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81024263%2C4.39702028;50.8102426285, 4.3970202835;"{""coordinates"": [4.3970202835, 50.8102426285], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Étangs de Boitsfort;Vijvers van Bosvoorde;1170;Watermael-Boitsfort;Watermaal-Bosvoorde;https://www.google.com/maps/search/?api=1&query=50.79393472%2C4.41790953;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79393472%2C4.41790953;50.7939347225, 4.4179095279;"{""coordinates"": [4.4179095279, 50.7939347225], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Auderghem-Shopping;Oudergem-Shopping;1160;Auderghem;Oudergem;https://www.google.com/maps/search/?api=1&query=50.81687238%2C4.42440604;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81687238%2C4.42440604;50.8168723849, 4.4244060361;"{""coordinates"": [4.4244060361, 50.8168723849], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Rogier;Rogier;1210;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85585069%2C4.35854504;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85585069%2C4.35854504;50.8558506883, 4.3585450365;"{""coordinates"": [4.3585450365, 50.8558506883], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Guillaume De Greef;Guillaume De Greef;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.88296703%2C4.33616683;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88296703%2C4.33616683;50.8829670293, 4.3361668271;"{""coordinates"": [4.3361668271, 50.8829670293], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Gare de Forest-Est;Station Vorst-Oost;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.80930696%2C4.32036024;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80930696%2C4.32036024;50.8093069559, 4.3203602351;"{""coordinates"": [4.3203602351, 50.8093069559], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Paul Leduc;Paul Leduc;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.86073589%2C4.4038975;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86073589%2C4.4038975;50.8607358911, 4.4038974968;"{""coordinates"": [4.4038974968, 50.8607358911], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Marcel Thiry;Marcel Thiry;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.85561032%2C4.43895841;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85561032%2C4.43895841;50.8556103241, 4.4389584149;"{""coordinates"": [4.4389584149, 50.8556103241], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Artémis;Artémis;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.86157033%2C4.41590321;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86157033%2C4.41590321;50.8615703307, 4.4159032134;"{""coordinates"": [4.4159032134, 50.8615703307], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Chopin;Chopin;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.87464171%2C4.29986164;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87464171%2C4.29986164;50.8746417059, 4.2998616412;"{""coordinates"": [4.2998616412, 50.8746417059], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Cureghem;Kuregem;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83680331%2C4.31805949;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83680331%2C4.31805949;50.8368033076, 4.318059488;"{""coordinates"": [4.318059488, 50.8368033076], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Léopold II;Leopold II;1150;Woluwe-Saint-Pierre;Sint-Pieters-Woluwe;https://www.google.com/maps/search/?api=1&query=50.83607814%2C4.41294863;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83607814%2C4.41294863;50.8360781441, 4.4129486266;"{""coordinates"": [4.4129486266, 50.8360781441], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Kruipweg;Kruipweg;1120;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.89480075%2C4.38068662;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89480075%2C4.38068662;50.8948007529, 4.3806866165;"{""coordinates"": [4.3806866165, 50.8948007529], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Van Bever;Van Bever;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78431155%2C4.37834987;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78431155%2C4.37834987;50.7843115542, 4.3783498716;"{""coordinates"": [4.3783498716, 50.7843115542], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Prison;Gevangenis;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.82267346%2C4.34787506;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82267346%2C4.34787506;50.8226734627, 4.3478750618;"{""coordinates"": [4.3478750618, 50.8226734627], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Schola Europea;Schola Europea;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.8854677%2C4.35331077;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8854677%2C4.35331077;50.8854677002, 4.3533107711;"{""coordinates"": [4.3533107711, 50.8854677002], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
